listing_id,raw_title,raw_date,raw_venue,source,candidate_event_id,cand_home_team,cand_away_team,cand_venue_canonical,cand_event_date,cand_venue_lat,cand_venue_lon,blocking_score,label,split
L000000,Cleveland Cavaliers @ Phoenix Suns,1/31/2026,Mortgage Matchup Center,scraped_feed_c,nba_401810542,Orlando Magic,Toronto Raptors,Kia Center,2026-01-31T00:30Z,28.5392,-81.3839,0.44231817,0,train
L000000,Cleveland Cavaliers @ Phoenix Suns,1/31/2026,Mortgage Matchup Center,scraped_feed_c,nba_401850920,Chicago Bulls,Miami Heat,United Center,2026-01-30T01:00Z,41.8807,-87.6742,0.44231817,0,train
L000000,Cleveland Cavaliers @ Phoenix Suns,1/31/2026,Mortgage Matchup Center,scraped_feed_c,nba_401810525,Utah Jazz,LA Clippers,Delta Center,2026-01-28T03:00Z,40.7683,-111.9011,0.44231817,0,train
L000000,Cleveland Cavaliers @ Phoenix Suns,1/31/2026,Mortgage Matchup Center,scraped_feed_c,nba_401810551,Golden State Warriors,Detroit Pistons,Chase Center,2026-01-31T03:00Z,37.768,-122.3878,0.44231817,0,train
L000000,Cleveland Cavaliers @ Phoenix Suns,1/31/2026,Mortgage Matchup Center,scraped_feed_c,nba_401810549,Utah Jazz,Brooklyn Nets,Delta Center,2026-01-31T02:30Z,40.7683,-111.9011,0.44231817,0,train
L000000,Cleveland Cavaliers @ Phoenix Suns,1/31/2026,Mortgage Matchup Center,scraped_feed_c,nba_401810558,San Antonio Spurs,Orlando Magic,Frost Bank Center,2026-02-02T02:00Z,29.4269,-98.4375,0.37418914,0,train
L000000,Cleveland Cavaliers @ Phoenix Suns,1/31/2026,Mortgage Matchup Center,scraped_feed_c,nba_401810556,Houston Rockets,Dallas Mavericks,Toyota Center (Houston),2026-02-01T01:30Z,29.7508,-95.3621,0.37418914,0,train
L000000,Cleveland Cavaliers @ Phoenix Suns,1/31/2026,Mortgage Matchup Center,scraped_feed_c,nba_401810546,New Orleans Pelicans,Memphis Grizzlies,Smoothie King Center,2026-01-31T00:30Z,29.949,-90.0821,0.37418914,0,train
L000000,Cleveland Cavaliers @ Phoenix Suns,1/31/2026,Mortgage Matchup Center,scraped_feed_c,nba_401810532,Dallas Mavericks,Minnesota Timberwolves,American Airlines Center,2026-01-29T01:30Z,32.7905,-96.8104,0.37418914,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810548,Phoenix Suns,Cleveland Cavaliers,Mortgage Matchup Center,2026-01-31T02:00Z,33.4457,-112.0712,9.177804,1,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810609,Phoenix Suns,Philadelphia 76ers,Mortgage Matchup Center,2026-02-08T02:00Z,33.4457,-112.0712,8.394867,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810564,Phoenix Suns,LA Clippers,Mortgage Matchup Center,2026-02-02T01:00Z,33.4457,-112.0712,6.687845,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810891,Phoenix Suns,Toronto Raptors,Mortgage Matchup Center,2026-03-23T01:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810783,Phoenix Suns,Charlotte Hornets,Mortgage Matchup Center,2026-03-09T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810524,Phoenix Suns,Brooklyn Nets,Mortgage Matchup Center,2026-01-28T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810628,Phoenix Suns,Dallas Mavericks,Mortgage Matchup Center,2026-02-11T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810905,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2026-03-25T03:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401811019,Phoenix Suns,Dallas Mavericks,Mortgage Matchup Center,2026-04-09T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810338,Phoenix Suns,Sacramento Kings,Mortgage Matchup Center,2026-01-03T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810145,Phoenix Suns,Houston Rockets,Mortgage Matchup Center,2025-11-25T02:30Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810410,Phoenix Suns,Washington Wizards,Mortgage Matchup Center,2026-01-12T01:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810510,Phoenix Suns,Miami Heat,Mortgage Matchup Center,2026-01-26T01:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810081,Phoenix Suns,Indiana Pacers,Mortgage Matchup Center,2025-11-14T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810886,Phoenix Suns,Milwaukee Bucks,Mortgage Matchup Center,2026-03-22T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401809941,Phoenix Suns,Sacramento Kings,Mortgage Matchup Center,2025-10-23T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810154,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2025-11-30T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401809795,Phoenix Suns,Minnesota Timberwolves,Mortgage Matchup Center,2025-11-22T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810936,Phoenix Suns,Utah Jazz,Mortgage Matchup Center,2026-03-29T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000001,PHX vs CLE,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810760,Phoenix Suns,Chicago Bulls,Mortgage Matchup Center,2026-03-06T02:00Z,33.4457,-112.0712,6.4884815,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810548,Phoenix Suns,Cleveland Cavaliers,Mortgage Matchup Center,2026-01-31T02:00Z,33.4457,-112.0712,15.080149,1,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810320,Cleveland Cavaliers,Phoenix Suns,Rocket Arena,2025-12-31T20:30Z,41.4965,-81.6882,11.451245,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810564,Phoenix Suns,LA Clippers,Mortgage Matchup Center,2026-02-02T01:00Z,33.4457,-112.0712,9.968839,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810609,Phoenix Suns,Philadelphia 76ers,Mortgage Matchup Center,2026-02-08T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810891,Phoenix Suns,Toronto Raptors,Mortgage Matchup Center,2026-03-23T01:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810783,Phoenix Suns,Charlotte Hornets,Mortgage Matchup Center,2026-03-09T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810524,Phoenix Suns,Brooklyn Nets,Mortgage Matchup Center,2026-01-28T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810628,Phoenix Suns,Dallas Mavericks,Mortgage Matchup Center,2026-02-11T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810905,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2026-03-25T03:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401811019,Phoenix Suns,Dallas Mavericks,Mortgage Matchup Center,2026-04-09T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810338,Phoenix Suns,Sacramento Kings,Mortgage Matchup Center,2026-01-03T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810145,Phoenix Suns,Houston Rockets,Mortgage Matchup Center,2025-11-25T02:30Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810410,Phoenix Suns,Washington Wizards,Mortgage Matchup Center,2026-01-12T01:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810510,Phoenix Suns,Miami Heat,Mortgage Matchup Center,2026-01-26T01:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810081,Phoenix Suns,Indiana Pacers,Mortgage Matchup Center,2025-11-14T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810886,Phoenix Suns,Milwaukee Bucks,Mortgage Matchup Center,2026-03-22T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401809941,Phoenix Suns,Sacramento Kings,Mortgage Matchup Center,2025-10-23T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810154,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2025-11-30T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401809795,Phoenix Suns,Minnesota Timberwolves,Mortgage Matchup Center,2025-11-22T02:00Z,33.4457,-112.0712,9.55564,0,train
L000002,Cleveland Cavaliers vs Phoenix Suns,1/31/26,Mortgage Matchup Center,partner_feed_a,nba_401810936,Phoenix Suns,Utah Jazz,Mortgage Matchup Center,2026-03-29T02:00Z,33.4457,-112.0712,9.55564,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810548,Phoenix Suns,Cleveland Cavaliers,Mortgage Matchup Center,2026-01-31T02:00Z,33.4457,-112.0712,5.548901,1,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810320,Cleveland Cavaliers,Phoenix Suns,Rocket Arena,2025-12-31T20:30Z,41.4965,-81.6882,5.548901,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810609,Phoenix Suns,Philadelphia 76ers,Mortgage Matchup Center,2026-02-08T02:00Z,33.4457,-112.0712,4.7659636,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810468,Philadelphia 76ers,Phoenix Suns,Xfinity Mobile Arena,2026-01-21T00:00Z,39.9012,-75.172,4.7659636,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810427,Philadelphia 76ers,Cleveland Cavaliers,Xfinity Mobile Arena,2026-01-15T00:00Z,39.9012,-75.172,4.595708,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810026,Cleveland Cavaliers,Philadelphia 76ers,Rocket Arena,2025-11-06T00:00Z,41.4965,-81.6882,4.595708,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810444,Philadelphia 76ers,Cleveland Cavaliers,Xfinity Mobile Arena,2026-01-17T00:00Z,39.9012,-75.172,4.595708,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810786,Cleveland Cavaliers,Philadelphia 76ers,Rocket Arena,2026-03-09T23:00Z,41.4965,-81.6882,4.595708,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401809954,LA Clippers,Phoenix Suns,Intuit Dome,2025-10-25T02:30Z,33.9425,-118.3411,3.0589418,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810564,Phoenix Suns,LA Clippers,Mortgage Matchup Center,2026-02-02T01:00Z,33.4457,-112.0712,3.0589418,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810045,LA Clippers,Phoenix Suns,Intuit Dome,2025-11-09T03:30Z,33.9425,-118.3411,3.0589418,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810587,LA Clippers,Cleveland Cavaliers,Intuit Dome,2026-02-05T03:30Z,33.9425,-118.3411,2.8768163,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810133,Cleveland Cavaliers,LA Clippers,Rocket Arena,2025-11-23T23:00Z,41.4965,-81.6882,2.8768163,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401809810,Sacramento Kings,Phoenix Suns,Golden 1 Center,2025-11-27T03:00Z,38.5802,-121.4997,2.8595784,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810818,Toronto Raptors,Phoenix Suns,Scotiabank Arena,2026-03-13T23:30Z,43.6435,-79.3791,2.8595784,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810891,Phoenix Suns,Toronto Raptors,Mortgage Matchup Center,2026-03-23T01:00Z,33.4457,-112.0712,2.8595784,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810783,Phoenix Suns,Charlotte Hornets,Mortgage Matchup Center,2026-03-09T02:00Z,33.4457,-112.0712,2.8595784,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810954,Orlando Magic,Phoenix Suns,Kia Center,2026-03-31T23:00Z,28.5392,-81.3839,2.8595784,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810948,Memphis Grizzlies,Phoenix Suns,FedExForum,2026-03-31T00:00Z,35.1382,-90.0505,2.8595784,0,train
L000003,CLE vs PHX,1/31/26,,partner_feed_a,nba_401810524,Phoenix Suns,Brooklyn Nets,Mortgage Matchup Center,2026-01-28T02:00Z,33.4457,-112.0712,2.8595784,0,train
L000004,Washington Wizards vs Golden State Warriors,"March 28, 2026",,partner_feed_a,nba_401810928,Golden State Warriors,Washington Wizards,Chase Center,2026-03-28T02:00Z,37.768,-122.3878,13.9653015,1,train
L000004,Washington Wizards vs Golden State Warriors,"March 28, 2026",,partner_feed_a,nba_401810945,Denver Nuggets,Golden State Warriors,Ball Arena,2026-03-30T02:00Z,39.7487,-105.0077,8.384853,0,train
L000004,Washington Wizards vs Golden State Warriors,"March 28, 2026",,partner_feed_a,nba_401810915,Golden State Warriors,Brooklyn Nets,Chase Center,2026-03-26T02:00Z,37.768,-122.3878,8.384853,0,train
L000004,Washington Wizards vs Golden State Warriors,"March 28, 2026",,partner_feed_a,nba_401810912,Utah Jazz,Washington Wizards,Delta Center,2026-03-26T01:00Z,40.7683,-111.9011,5.944148,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810928,Golden State Warriors,Washington Wizards,Chase Center,2026-03-28T02:00Z,37.768,-122.3878,7.7861013,1,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810915,Golden State Warriors,Brooklyn Nets,Chase Center,2026-03-26T02:00Z,37.768,-122.3878,5.146761,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810912,Utah Jazz,Washington Wizards,Delta Center,2026-03-26T01:00Z,40.7683,-111.9011,3.2536752,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810945,Denver Nuggets,Golden State Warriors,Ball Arena,2026-03-30T02:00Z,39.7487,-105.0077,2.794951,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810949,San Antonio Spurs,Chicago Bulls,Frost Bank Center,2026-03-31T00:00Z,29.4269,-98.4375,2.1337495,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810911,Memphis Grizzlies,San Antonio Spurs,FedExForum,2026-03-26T00:00Z,35.1382,-90.0505,1.7595603,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810931,Milwaukee Bucks,San Antonio Spurs,Fiserv Forum,2026-03-28T19:00Z,43.045,-87.9172,1.7595603,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810940,Charlotte Hornets,Boston Celtics,Spectrum Center,2026-03-29T22:00Z,35.2251,-80.8392,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810954,Orlando Magic,Phoenix Suns,Kia Center,2026-03-31T23:00Z,28.5392,-81.3839,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810946,Miami Heat,Philadelphia 76ers,Kaseya Center,2026-03-30T23:00Z,25.7814,-80.187,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810920,Orlando Magic,Sacramento Kings,Kia Center,2026-03-26T23:00Z,28.5392,-81.3839,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810918,Charlotte Hornets,New York Knicks,Spectrum Center,2026-03-26T23:00Z,35.2251,-80.8392,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810955,Brooklyn Nets,Charlotte Hornets,Barclays Center,2026-03-31T23:30Z,40.6826,-73.9754,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810925,Oklahoma City Thunder,Chicago Bulls,Paycom Center,2026-03-28T00:00Z,35.4634,-97.5151,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810939,Brooklyn Nets,Sacramento Kings,Barclays Center,2026-03-29T22:00Z,40.6826,-73.9754,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810935,Minnesota Timberwolves,Detroit Pistons,Target Center,2026-03-28T21:30Z,44.9795,-93.276,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810913,Minnesota Timberwolves,Houston Rockets,Target Center,2026-03-26T01:42Z,44.9795,-93.276,0.44231817,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810950,Dallas Mavericks,Minnesota Timberwolves,American Airlines Center,2026-03-31T00:30Z,32.7905,-96.8104,0.37418914,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810905,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2026-03-25T03:00Z,33.4457,-112.0712,0.37418914,0,train
L000005,WAS vs GSW,2026-03-28,Chase Center Arena,partner_feed_a,nba_401810936,Phoenix Suns,Utah Jazz,Mortgage Matchup Center,2026-03-29T02:00Z,33.4457,-112.0712,0.37418914,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810928,Golden State Warriors,Washington Wizards,Chase Center,2026-03-28T02:00Z,37.768,-122.3878,7.7861013,1,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810915,Golden State Warriors,Brooklyn Nets,Chase Center,2026-03-26T02:00Z,37.768,-122.3878,5.146761,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810912,Utah Jazz,Washington Wizards,Delta Center,2026-03-26T01:00Z,40.7683,-111.9011,3.2536752,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810945,Denver Nuggets,Golden State Warriors,Ball Arena,2026-03-30T02:00Z,39.7487,-105.0077,2.794951,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810949,San Antonio Spurs,Chicago Bulls,Frost Bank Center,2026-03-31T00:00Z,29.4269,-98.4375,2.1337495,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810911,Memphis Grizzlies,San Antonio Spurs,FedExForum,2026-03-26T00:00Z,35.1382,-90.0505,1.7595603,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810931,Milwaukee Bucks,San Antonio Spurs,Fiserv Forum,2026-03-28T19:00Z,43.045,-87.9172,1.7595603,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810940,Charlotte Hornets,Boston Celtics,Spectrum Center,2026-03-29T22:00Z,35.2251,-80.8392,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810954,Orlando Magic,Phoenix Suns,Kia Center,2026-03-31T23:00Z,28.5392,-81.3839,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810946,Miami Heat,Philadelphia 76ers,Kaseya Center,2026-03-30T23:00Z,25.7814,-80.187,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810920,Orlando Magic,Sacramento Kings,Kia Center,2026-03-26T23:00Z,28.5392,-81.3839,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810918,Charlotte Hornets,New York Knicks,Spectrum Center,2026-03-26T23:00Z,35.2251,-80.8392,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810955,Brooklyn Nets,Charlotte Hornets,Barclays Center,2026-03-31T23:30Z,40.6826,-73.9754,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810925,Oklahoma City Thunder,Chicago Bulls,Paycom Center,2026-03-28T00:00Z,35.4634,-97.5151,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810939,Brooklyn Nets,Sacramento Kings,Barclays Center,2026-03-29T22:00Z,40.6826,-73.9754,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810935,Minnesota Timberwolves,Detroit Pistons,Target Center,2026-03-28T21:30Z,44.9795,-93.276,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810913,Minnesota Timberwolves,Houston Rockets,Target Center,2026-03-26T01:42Z,44.9795,-93.276,0.44231817,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810950,Dallas Mavericks,Minnesota Timberwolves,American Airlines Center,2026-03-31T00:30Z,32.7905,-96.8104,0.37418914,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810905,Phoenix Suns,Denver Nuggets,Mortgage Matchup Center,2026-03-25T03:00Z,33.4457,-112.0712,0.37418914,0,train
L000006,was at gsw,3/28/2026,Chase Center,partner_feed_a,nba_401810936,Phoenix Suns,Utah Jazz,Mortgage Matchup Center,2026-03-29T02:00Z,33.4457,-112.0712,0.37418914,0,train
L000007,Washington Wizards at Golden State Warriors,"March 28, 2026",Chase Center,official_feed,nba_401810928,Golden State Warriors,Washington Wizards,Chase Center,2026-03-28T02:00Z,37.768,-122.3878,16.317112,1,train
L000007,Washington Wizards at Golden State Warriors,"March 28, 2026",Chase Center,official_feed,nba_401810915,Golden State Warriors,Brooklyn Nets,Chase Center,2026-03-26T02:00Z,37.768,-122.3878,10.736663,0,train
L000007,Washington Wizards at Golden State Warriors,"March 28, 2026",Chase Center,official_feed,nba_401810945,Denver Nuggets,Golden State Warriors,Ball Arena,2026-03-30T02:00Z,39.7487,-105.0077,8.384853,0,train
