listing_id,candidate_event_id,label,split,str_lev_ratio_raw,str_lev_ratio_norm,str_jaro_winkler_raw,str_jaro_winkler_norm,str_token_jaccard_raw,str_token_jaccard_norm,str_token_sort_ratio_raw,str_token_sort_ratio_norm,date_missing,date_year_inferred,date_day_diff,date_exact_match,date_same_weekday,venue_missing,venue_exact_match,venue_alias_match,venue_fuzzy_score,venue_geo_distance_km,venue_geo_distance_missing,source_official_feed,source_partner_feed_a,source_scraped_feed_b,source_scraped_feed_c
L000002,nba_401810891,0,train,0.5714285714285714,0.5714285714285714,0.5523809523809523,0.5708994708994709,0.2857142857142857,0.2857142857142857,0.4126984126984127,0.4126984126984127,0,1,51,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810783,0,train,0.5846153846153845,0.5846153846153845,0.6357864357864358,0.6509379509379509,0.2857142857142857,0.2857142857142857,0.5846153846153845,0.5846153846153845,0,1,37,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810524,0,train,0.5901639344262295,0.5901639344262295,0.5999807210333525,0.5999807210333525,0.2857142857142857,0.2857142857142857,0.5245901639344263,0.5245901639344263,0,1,3,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810628,0,train,0.6875,0.6875,0.7121182266009852,0.7403271909019035,0.2857142857142857,0.2857142857142857,0.59375,0.59375,0,1,11,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810905,0,train,0.6451612903225806,0.6451612903225806,0.6497354497354497,0.6629469296135962,0.2857142857142857,0.2857142857142857,0.5806451612903225,0.5806451612903225,0,1,53,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401811019,0,train,0.6875,0.6875,0.7121182266009852,0.7403271909019035,0.2857142857142857,0.2857142857142857,0.59375,0.59375,0,1,68,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810338,0,train,0.5625,0.59375,0.631855500821018,0.6593670697118973,0.2857142857142857,0.2857142857142857,0.46875,0.46875,0,1,28,0,1,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810145,0,train,0.5396825396825398,0.5714285714285714,0.6079365079365079,0.6452380952380952,0.2857142857142857,0.2857142857142857,0.4761904761904761,0.4761904761904761,0,1,67,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810410,0,train,0.5757575757575757,0.5757575757575757,0.6733556765814831,0.6733556765814831,0.2857142857142857,0.2857142857142857,0.4242424242424242,0.4242424242424242,0,1,19,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810510,0,train,0.5517241379310345,0.5517241379310345,0.5989648033126294,0.5989648033126294,0.2857142857142857,0.2857142857142857,0.5517241379310345,0.5517241379310345,0,1,5,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810081,0,train,0.6451612903225806,0.6451612903225806,0.7058967870562074,0.7332010582010581,0.2857142857142857,0.2857142857142857,0.5806451612903225,0.5806451612903225,0,1,78,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810886,0,train,0.5714285714285714,0.6031746031746033,0.6119047619047618,0.6404761904761905,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.6031746031746033,0,1,50,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401809941,0,train,0.5625,0.59375,0.631855500821018,0.6593670697118973,0.2857142857142857,0.2857142857142857,0.46875,0.46875,0,1,100,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810154,0,train,0.6451612903225806,0.6451612903225806,0.6497354497354497,0.6629469296135962,0.2857142857142857,0.2857142857142857,0.5806451612903225,0.5806451612903225,0,1,62,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401809795,0,train,0.6,0.6,0.7161904761904762,0.7161904761904762,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0,1,70,0,1,0,1,0,1.0,0.0,0,0,1,0,0
L000002,nba_401810936,0,train,0.5614035087719298,0.5614035087719298,0.5823051948051948,0.5823051948051948,0.2857142857142857,0.2857142857142857,0.5263157894736843,0.5263157894736843,0,1,57,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000003,nba_401810548,1,train,0.2857142857142857,0.4761904761904761,0.5402777777777777,0.6900462962962962,0.0,0.0,0.23809523809523814,0.4285714285714286,0,1,0,1,1,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810320,0,train,0.2857142857142857,0.4761904761904761,0.5402777777777777,0.6900462962962962,0.0,0.0,0.23809523809523814,0.4285714285714286,0,1,31,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810609,0,train,0.19512195121951215,0.3902439024390244,0.34301075268817205,0.49907834101382487,0.0,0.0,0.19512195121951215,0.3902439024390244,0,1,8,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810468,0,train,0.19512195121951215,0.3902439024390244,0.34301075268817205,0.49907834101382487,0.0,0.0,0.19512195121951215,0.3902439024390244,0,1,10,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810427,0,train,0.25,0.375,0.5304093567251461,0.6752436647173489,0.0,0.0,0.125,0.25,0,1,16,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810026,0,train,0.25,0.375,0.5304093567251461,0.6752436647173489,0.0,0.0,0.125,0.25,0,1,86,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810444,0,train,0.25,0.375,0.5304093567251461,0.6752436647173489,0.0,0.0,0.125,0.25,0,1,14,0,1,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810786,0,train,0.25,0.375,0.5304093567251461,0.6752436647173489,0.0,0.0,0.125,0.25,0,1,37,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401809954,0,train,0.2941176470588235,0.4705882352941176,0.5611111111111111,0.6472222222222221,0.0,0.0,0.3529411764705882,0.5294117647058824,0,1,98,0,1,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810564,0,train,0.2941176470588235,0.4705882352941176,0.5611111111111111,0.6472222222222221,0.0,0.0,0.3529411764705882,0.5294117647058824,0,1,2,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810045,0,train,0.2941176470588235,0.4705882352941176,0.5611111111111111,0.6472222222222221,0.0,0.0,0.3529411764705882,0.5294117647058824,0,1,83,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810587,0,train,0.24390243902439024,0.3902439024390244,0.4870967741935484,0.5943164362519201,0.0,0.0,0.19512195121951215,0.29268292682926833,0,1,5,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810133,0,train,0.24390243902439024,0.3902439024390244,0.4870967741935484,0.5943164362519201,0.0,0.0,0.19512195121951215,0.29268292682926833,0,1,69,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401809810,0,train,0.20512820512820518,0.41025641025641024,0.5126436781609195,0.551888341543514,0.0,0.0,0.20512820512820518,0.3076923076923077,0,1,65,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810818,0,train,0.21052631578947367,0.3157894736842105,0.5142857142857143,0.5492063492063491,0.0,0.0,0.1578947368421053,0.26315789473684215,0,1,41,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810891,0,train,0.21052631578947367,0.3157894736842105,0.5142857142857143,0.5492063492063491,0.0,0.0,0.1578947368421053,0.26315789473684215,0,1,51,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810783,0,train,0.25,0.44999999999999996,0.48888888888888893,0.5638888888888889,0.0,0.0,0.25,0.44999999999999996,0,1,37,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810954,0,train,0.16666666666666663,0.33333333333333337,0.47179487179487173,0.6087912087912087,0.0,0.0,0.2222222222222222,0.4444444444444444,0,1,59,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810948,0,train,0.19999999999999996,0.35,0.42777777777777776,0.5492063492063491,0.0,0.0,0.19999999999999996,0.4,0,1,59,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000003,nba_401810524,0,train,0.2222222222222222,0.38888888888888884,0.517948717948718,0.6608974358974359,0.0,0.0,0.2222222222222222,0.4444444444444444,0,1,3,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000004,nba_401810928,1,train,0.963855421686747,0.963855421686747,0.9410465116279069,0.9410465116279069,0.8333333333333334,0.8333333333333334,0.963855421686747,0.963855421686747,0,0,0,1,1,1,0,0,0.0,-1.0,1,0,1,0,0
L000004,nba_401810945,0,train,0.6582278481012658,0.6582278481012658,0.6772327660459178,0.710142813481148,0.375,0.375,0.5316455696202531,0.5316455696202531,0,0,2,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000004,nba_401810915,0,train,0.6666666666666667,0.6666666666666667,0.6741971207087486,0.6849047237178754,0.375,0.375,0.5384615384615384,0.5384615384615384,0,0,2,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000004,nba_401810912,0,train,0.6478873239436621,0.6478873239436621,0.8625668062978477,0.8625668062978477,0.25,0.25,0.619718309859155,0.619718309859155,0,0,2,0,0,1,0,0,0.0,-1.0,1,0,1,0,0
L000005,nba_401810928,1,train,0.28,0.36,0.48214285714285715,0.5972222222222222,0.0,0.0,0.28,0.36,0,0,0,1,1,0,0,1,1.0,0.0,0,0,1,0,0
L000005,nba_401810915,0,train,0.2666666666666667,0.2666666666666667,0.5476190476190476,0.49047619047619045,0.0,0.0,0.2222222222222222,0.3555555555555555,0,0,2,0,0,0,0,1,1.0,0.0,0,0,1,0,0
L000005,nba_401810912,0,train,0.21052631578947367,0.3157894736842105,0.4928571428571429,0.611904761904762,0.0,0.0,0.21052631578947367,0.3157894736842105,0,0,2,0,0,0,0,0,0.6666666666666667,961.668,0,0,1,0,0
L000005,nba_401810945,0,train,0.26086956521739135,0.34782608695652173,0.5333333333333333,0.5333333333333333,0.0,0.0,0.21739130434782605,0.34782608695652173,0,0,2,0,0,0,0,0,0.36363636363636365,1520.55,0,0,1,0,0
L000005,nba_401810949,0,train,0.19512195121951215,0.29268292682926833,0.4311827956989247,0.5422939068100359,0.0,0.0,0.19512195121951215,0.24390243902439024,0,0,3,0,0,0,0,0,0.5517241379310345,2395.514,0,0,1,0,0
L000005,nba_401810911,0,train,0.2666666666666667,0.3111111111111111,0.48095238095238096,0.5349206349206349,0.0,0.0,0.2222222222222222,0.3111111111111111,0,0,2,0,0,0,0,0,0.2727272727272727,2892.542,0,0,1,0,0
L000005,nba_401810931,0,train,0.18604651162790697,0.32558139534883723,0.42727272727272725,0.5421356421356421,0.0,0.0,0.18604651162790697,0.2790697674418605,0,0,0,1,1,0,0,0,0.33333333333333337,2955.346,0,0,1,0,0
L000005,nba_401810940,0,train,0.1428571428571429,0.2857142857142857,0.46458333333333335,0.5083333333333333,0.0,0.0,0.1428571428571429,0.2857142857142857,0,0,1,0,0,0,0,0,0.6666666666666667,3694.28,0,0,1,0,0
L000005,nba_401810954,0,train,0.16666666666666663,0.2222222222222222,0.4346153846153846,0.4346153846153846,0.0,0.0,0.16666666666666663,0.2222222222222222,0,0,3,0,0,0,0,0,0.7272727272727273,3919.15,0,0,1,0,0
L000005,nba_401810946,0,train,0.15384615384615385,0.20512820512820518,0.467816091954023,0.5126436781609195,0.0,0.0,0.10256410256410253,0.20512820512820518,0,0,2,0,0,0,0,0,0.8,4166.271,0,0,1,0,0
L000005,nba_401810920,0,train,0.19999999999999996,0.30000000000000004,0.5111111111111111,0.48888888888888893,0.0,0.0,0.09999999999999998,0.30000000000000004,0,0,2,0,0,0,0,0,0.7272727272727273,3919.15,0,0,1,0,0
L000005,nba_401810918,0,train,0.13953488372093026,0.23255813953488372,0.4636363636363636,0.4838383838383839,0.0,0.0,0.13953488372093026,0.23255813953488372,0,0,2,0,0,0,0,0,0.6666666666666667,3694.28,0,0,1,0,0
L000005,nba_401810955,0,train,0.14634146341463417,0.24390243902439024,0.46559139784946235,0.42634408602150536,0.0,0.0,0.14634146341463417,0.19512195121951215,0,0,3,0,0,0,0,0,0.7407407407407408,4129.947,0,0,1,0,0
L000005,nba_401810925,0,train,0.1333333333333333,0.2222222222222222,0.4619047619047619,0.48095238095238096,0.0,0.0,0.0888888888888889,0.1777777777777778,0,0,0,1,1,0,0,0,0.64,2228.03,0,0,1,0,0
L000005,nba_401810939,0,train,0.19999999999999996,0.30000000000000004,0.5111111111111111,0.48888888888888893,0.0,0.0,0.15000000000000002,0.30000000000000004,0,0,1,0,0,0,0,0,0.7407407407407408,4129.947,0,0,1,0,0
L000005,nba_401810935,0,train,0.16666666666666663,0.25,0.4596491228070175,0.5804511278195489,0.0,0.0,0.16666666666666663,0.25,0,0,0,1,1,0,0,0,0.72,2542.008,0,0,1,0,0
L000005,nba_401810913,0,train,0.16666666666666663,0.25,0.41842105263157897,0.6285087719298246,0.0,0.0,0.16666666666666663,0.25,0,0,2,0,0,0,0,0,0.72,2542.008,0,0,1,0,0
L000005,nba_401810950,0,train,0.16326530612244894,0.326530612244898,0.41752136752136754,0.6264957264957265,0.0,0.0,0.16326530612244894,0.2857142857142857,0,0,3,0,0,0,0,0,0.5555555555555556,2378.692,0,0,1,0,0
L000005,nba_401810905,0,train,0.2162162162162162,0.32432432432432434,0.4327160493827161,0.4283950617283951,0.0,0.0,0.16216216216216217,0.2702702702702703,0,0,3,0,0,0,0,0,0.5142857142857142,1048.343,0,0,1,0,0
L000005,nba_401810936,0,train,0.1875,0.25,0.47878787878787876,0.5272727272727272,0.0,0.0,0.1875,0.25,0,0,1,0,0,0,0,0,0.5142857142857142,1048.343,0,0,1,0,0
L000006,nba_401810928,1,train,0.28,0.36,0.5416666666666666,0.65,0.0,0.0,0.28,0.36,0,0,0,1,1,0,1,0,1.0,0.0,0,0,1,0,0
L000006,nba_401810915,0,train,0.2666666666666667,0.2666666666666667,0.47936507936507927,0.6079365079365079,0.0,0.0,0.2222222222222222,0.3111111111111111,0,0,2,0,0,0,1,0,1.0,0.0,0,0,1,0,0
L000006,nba_401810912,0,train,0.3157894736842105,0.368421052631579,0.5702380952380953,0.6857142857142856,0.0,0.0,0.368421052631579,0.42105263157894735,0,0,2,0,0,0,0,0,0.6666666666666667,961.668,0,0,1,0,0
L000006,nba_401810945,0,train,0.26086956521739135,0.30434782608695654,0.4777777777777777,0.6055555555555555,0.0,0.0,0.26086956521739135,0.30434782608695654,0,0,2,0,0,0,0,0,0.36363636363636365,1520.55,0,0,1,0,0
L000006,nba_401810949,0,train,0.3414634146341463,0.3414634146341463,0.5422939068100359,0.5943164362519201,0.0,0.0,0.29268292682926833,0.3414634146341463,0,0,3,0,0,0,0,0,0.5517241379310345,2395.514,0,0,1,0,0
L000006,nba_401810911,0,train,0.2666666666666667,0.3111111111111111,0.48095238095238096,0.5857142857142857,0.0,0.0,0.2666666666666667,0.3555555555555555,0,0,2,0,0,0,0,0,0.2727272727272727,2892.542,0,0,1,0,0
L000006,nba_401810931,0,train,0.37209302325581395,0.37209302325581395,0.4828282828282828,0.6391414141414141,0.0,0.0,0.32558139534883723,0.37209302325581395,0,0,0,1,1,0,0,0,0.33333333333333337,2955.346,0,0,1,0,0
L000006,nba_401810940,0,train,0.2857142857142857,0.2857142857142857,0.5402777777777777,0.5402777777777777,0.0,0.0,0.2857142857142857,0.2857142857142857,0,0,1,0,0,0,0,0,0.6666666666666667,3694.28,0,0,1,0,0
L000006,nba_401810954,0,train,0.2777777777777778,0.2777777777777778,0.49743589743589745,0.49743589743589745,0.0,0.0,0.2777777777777778,0.2777777777777778,0,0,3,0,0,0,0,0,0.7272727272727273,3919.15,0,0,1,0,0
L000006,nba_401810946,0,train,0.3076923076923077,0.3076923076923077,0.5574712643678161,0.5574712643678161,0.0,0.0,0.2564102564102564,0.2564102564102564,0,0,2,0,0,0,0,0,0.8,4166.271,0,0,1,0,0
L000006,nba_401810920,0,train,0.35,0.35,0.5015873015873016,0.5222222222222223,0.0,0.0,0.19999999999999996,0.25,0,0,2,0,0,0,0,0,0.7272727272727273,3919.15,0,0,1,0,0
L000006,nba_401810918,0,train,0.32558139534883723,0.32558139534883723,0.5383838383838384,0.5383838383838384,0.0,0.0,0.2790697674418605,0.2790697674418605,0,0,2,0,0,0,0,0,0.6666666666666667,3694.28,0,0,1,0,0
L000006,nba_401810955,0,train,0.29268292682926833,0.29268292682926833,0.4870967741935484,0.4870967741935484,0.0,0.0,0.29268292682926833,0.29268292682926833,0,0,3,0,0,0,0,0,0.7407407407407408,4129.947,0,0,1,0,0
L000006,nba_401810925,0,train,0.2666666666666667,0.2666666666666667,0.5349206349206349,0.5349206349206349,0.0,0.0,0.1777777777777778,0.1777777777777778,0,0,0,1,1,0,0,0,0.64,2228.03,0,0,1,0,0
L000006,nba_401810939,0,train,0.35,0.35,0.5015873015873016,0.5222222222222223,0.0,0.0,0.25,0.25,0,0,1,0,0,0,0,0,0.7407407407407408,4129.947,0,0,1,0,0
L000006,nba_401810935,0,train,0.25,0.25,0.4852130325814536,0.4852130325814536,0.0,0.0,0.25,0.25,0,0,0,1,1,0,0,0,0.72,2542.008,0,0,1,0,0
